Item Number	Name	Summary	Inventory Enforce	Inventory Level	Inventory Minimum Level	Weight	Units	Image URL	Thumbnail URL	Variation #1	Tag	By-Line	Text	Feature #1	Feature #2	Feature #3	Feature #4	Feature #5	Feature #6	Feature #7	Feature #8	Feature #9	Feature #10	Feature #11	Feature #12	Specification #1	Specification #2	Specification #3	Specification #4	Specification #5	Specification #6	Specification #7	Specification #8	Specification #9	Specification #10	Specification #11	Specification #12	Keywords	UPC	ISBN	Related Item #1	Related Item #2	Related Item #3	Related Item #4	Related Item #5	Related Item #6	Delete	Price (Standard Pricing-USD)	Sale Price (Standard Pricing-USD)	Available (Standard Pricing-USD)	On Sale (Standard Pricing-USD)	Featured (Standard Pricing-USD)	Tax Free (Standard Pricing-USD)	Extra Shipping (Standard Pricing-USD)
CKE30525	Clear Zipper Pull	Helps make zipping easier.	F	0	0	0		/members/270651/uploaded/Clear_Zipper_Pull.jpg				Helps make zipping easier.	The <b>Clear Zipper Pull</b> is made of nylon monofilament loop with a clip to attach to the zipper tab. The Clear Zipper Pull can be tucked out of sight. <br><br> Loop makes grasping the zipper easier for people with swollen fingers. Zipper must have a hole to attach the Clear Zipper Pull. <br><br> 3 per pack. # 30525	Attaches to the zipper tab.	Made of nylon monofilament loop.											Package:;3 zipper pulls												clear zipper pull, zipper ring, zipper grip, zip grips, zipper pull, zipper ring pull, adapted clothing, adaptive clothing, dressing aid, adaptive equipment, help sipping, for in home care stroke, elderly, Parkinson's, disabled, bedridden, handicapped, geriatric, caregiver aids, products, supplies, care giving, help zip			Dressing Aids;L;/site/270651/page/911759	Dress EZ Dressing Aid;P;AEZ200	T Handle Shoe Horn;P;AMI738242				N	9.95	0.00	T	F	F	F	0.00
CKE31035	Patriot Leg Lifter	Helps to move a weak or casted leg.	F	0	0	0		/members/270651/uploaded/patriot-leg-lifter-3.jpg				Helps to move a weak or casted leg.	The <b>Patriot Leg Lifter</b> gives many increased freedom of mobility and can assist you in moving your legs around in the bed while lying down or sitting down. Leg lifters can help you reposition your legs in chairs, wheelchairs and scooters and are invaluable in transferring from a chair to a wheelchair or scooter, then to bed. <br><br> The loop is placed around the foot or cast and can be re-positioned by the user.	Pre-formed foot support with a heavy guage wire insert that can be modified by bending it to the desired shape.	Rein- forced webbing with metal rod will extend the user’s reach to assist in lifting one leg at a time.											Material:;1 inch heavy duty webbing.	Length:;40 inches.	Color:;red, white and blue.										patriot leg lifter, leg lifter, help lift leg, help move leg, weak, casted, reposition leg, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, caregiver aids, products, supplies, caregiving, bedridden			Car Caddie;P;AST415	Caregiver Mobility Aids;L;/site/270651/page/45019	Assist-A-Tray;P;AST2050				N	10.95	0.00	T	F	F	F	0.00
CKE31055	Leg Lifter	Help lifting a weak or casted leg.	F	0	0	0		/members/270651/uploaded/Leg_Lifter.jpg				Help lifting a weak or casted leg.	The <b>Leg Lifter</b> is useful and convenient for lifting a weak or casted leg onto a bed or for repositioning. Reinforced polyester webbing covers a rigid but adjustable metal rod. The foot loop opening can be positioned to accommodate a casted leg. 42 inches long.	Convenient for lifting a weak or casted leg.	Extends the user's reach to assist in lifting one leg at a time. 	Hand loop is located at one end and a larger foot loop at the other. 										Length:;42 inches.	New Specification;Spec Value											leg lifter, leg lift, transfer belt, transfer sling, patient transfer, physical therapy products, handicapped mobility, disability aids, leg weakness, hemiplegic, hemi paresis, paraplegia, paraplegic, lift leg, elderly, geriatric, bedridden			Bed Caddie;P;AST417	Car Caddie;P;AST415	Caregiver Mobility Aids;L;/site/270651/page/45019				N	10.95	0.00	T	F	F	F	0.00
CKE40000	Adult Weighted Universal Standard Holder	Adult Weighted Universal Standard Holder provides added weight for those having difficulty writing due to tremors, ataxia, or shaking.	F	0	0	0		/members/270651/uploaded/KE40000UnivHolderGrey.jpg				Adult Weighted Universal Standard Holder provides added weight to writing devices.	<b>Adult Weighted Universal Standard Holder</b> assists in stabilizing the hand for people with Parkinson's or ataxia. This universal holder will securely hold most round or irregular shaped items by means of three adjustable set screws.  This large weighted holder holds a wide variety of writing devices, including pens, pencils, crayons, markers, toothbrushes and other items from 1/8 inch to 7/16 inch diameter. Provides added weight for those having difficulty in “bearing down” with a writing device and requires very little pressure when writing if held in an upright position.<br><br> 	Holds a variety of writing devices.	Assists in stabilizing the hand. 	For people with Parkinson’s disease or ataxia. 	Provides added weight for those having difficulty in “bearing down” with a writing device. 									Length:;5 inches.	Diameter:;3/4 inch.	Weight:;7 oz.										adult weighted universal standard holder, universal holder, weighted holder, household hand aids, weighted holders, weighted pen holders, weighted pen grips, weighted pencil holders, weighted pencil grips, caregiver, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, tremor, 			Weighted Utensils;L;/site/270651/page/917990	Non-Slip 8 inch Round Mat;P;NC0208	3D Clean Toothbrush Junior;P;ABC231				N	22.95	0.00	T	F	F	F	0.00
CKE40005	Adult Weighted Deluxe Universal Holder	Can be used with pens, pencils markers, paintbrushes, crayons and any item that measures 1/8 in to 7/16 inch diameter.	F	0	0	0		/members/270651/uploaded/KE40005UnivHolderDeluxe-2.jpg				Can be used with pens, pencils markers, paintbrushes, crayons and any item that measures 1/8 in to 7/16 inch diameter.	The <b>Adult Weighted Deluxe Universal Holder</b> can be used with pens, pencils markers, paintbrushes, crayons and other objects either round or irregular shaped, that measure 1/8 in to 7/16 inch diameter. Three adjustable set screws hold the item in place. The weighted holder is 5.25 inches long and 1 inch in diameter at it widest. This deluxe vinyl holder features four indentations around the unit for ease and comfort in grasping the holder. Provides added weight for those having difficulty in “bearing down” with a writing device or have shaky hands. Each holder weighs about 7 ounces to assist people with Parkinson's or ataxia in stabilizing their hand.  <br><br> The holder includes an allen wrench and three extra long screws enabling you to hold small diameter objects in the holder.<br><br> 	Can be used with any item that measures 1/8 in to 7/16 inch diameter.	Comes with allen wrench and 3 extra long screws for smaller objects. 	Assists in stabilizing the hand.										Measures: ;5 inches long, 1 1/8 inch diameter.	Weighs: ;7 oz. 											adult weighted deluxe universal holder, universal holder, weighted holder, weighted pen, adapted writing aids, Parkinson’s aids, caregiver aids, adaptive writing implements, writing instrument aids, writing instrument aid, adaptive writing implements, utensil holder, elderly, geriatric, weighted pencil grip			Weighted Utensils;L;/site/270651/page/917990	Freedom Divided Plate;P;CFP171	Weighted No Tip Drink Holder;P;CFP131				N	24.95	0.00	T	F	F	F	0.00
CKE410	Pediatric Universal Weighted Standard Holder	Helps stabilize the hand for those with difficulty bearing down. 	F	0	0	0		/members/270651/uploaded/CKE410Ped-weighted-univ-standard.jpg				Helps stabilize the hand for those with difficulty bearing down.	The <b>Pediatric Universal Weighted Standard Holder</b> is designed to hold most round or irregular shaped writing utensils up to 5/16 inches. This holder is especially helpful to those with Parkinson's disease or hand tremors. The added weight helps stabilize the hand to make writing easier. Weighted holder measures 3.5 inches long and weighs 3.75 ounces. 	Holds most round or irregular shaped items up to 5/16 inches.	Helps reduce trembling when writing.	Includes an allen wrench and a no. 2 pencil. 										Length: ;3.5 inches. 	Outer Diameter: ;5/8 inch. 	Inside Diameter: ;1/8 - 5/16 inch. 	Weight: ;3.75 ounces. 									pediatric universal weighted standard holder, pediatric holder, pediatric writing aid, universal weighted crayon holder, standard weighted pencil holder, weighted writing aids for children, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, caregiver aids, products, supplies, caregiving, bedridden 			Handwriting Aids;L;/site/270651/page/3295670/handicapped-products	Benefit 3D Clean Toothbrush Junior;P;ABC231	Youth Weighted Teaspoon;P;CKE11203				N	22.95	0.00	T	F	F	F	0.00
CKE80	Economy Gait Belts	Help provide assistance for individuals when walking, standing, or sitting.	F	0	0	0		/members/270651/uploaded/80112_Rainbow_web.JPG		N=Choose color and length:;C=Rainbow 48 inch[P=1.00,I=*126];C=Rainbow 54 inch[P=2.00,I=*127];C=Rainbow 60 inch[P=3.00,I=*128];C=Rainbow 72 inch[P=4.00,I=*129];C=Patriot 48 inch[I=*305];C=Patriot 54 inch[I=*306];C=Patriot 60 inch[P=1.00,I=*307];C=Patriot 72 inch[P=1.00,I=*308];C=Stripe 48 inch[I=*315];C=Stripe 54 inch[I=*316];C=Stripe 60 inch[P=1.00,I=*317];C=Stripe 72 inch[P=1.00,I=*318]		Help provide assistance for individuals when walking, standing, or sitting.	Use this <b>Gait Belt</b> to provide assistance for individuals when walking, standing, or sitting. <br><br> The 2 inch wide cotton belt features a metal buckle with teeth for secure closing and easy adjusting.<br><br> Economy Gait Belt is machine washable. Pediatric sizes also available. <br><br>Choose from Rainbow stripe, bold red, white and blue Patriot, or Stripe natural with red and blue accents.	Provides assistance for individuals when walking, standing, or sitting.	Metal buckle with teeth for secure closing and easy adjusting.											Width:;2 inches.												economy gait belt, transfer belt, gait belt, walking aids, patient transfer, transfer sling, standing up, standing aids, standing help, getting up, geriatric aids, elderly aids, caregiver aids, care giving aids, handicapped mobility, disabled mobility, disability equipment, elderly care products			Patient Transfer Aids;L;/site/270651/page/918202						N	9.95	0.00	T	F	F	F	0.00
CKE802	Wheelchair Oxygen Tank Holder	Fully adjustable to accommodate most wheelchairs.	F	0	0	0		/members/270651/uploaded/oxygen-tank-holder.jpg		N=Choose Size;C=Large for D & E Size Tanks[I=*10];C=Small for M6 or 3.25 Diameter Tanks[I=*06]			PVC coated, heavy duty navy blue nylon is strong, waterproof and lightweight. Top and bottom straps are equipped with quick-release buckles and are fully adjustable to accommodate most wheelchairs. Top straps can be attached to the wheelchair push handles or uprights while bottom straps attach to the wheelchair tipping levers.  <br><br> Choose from Large Holder for both D and E size tanks, or Small Holder for M6 or 3.25 diameter tanks.   	Great for wheelchairs, power wheelchairs and scooters.	Equipped with quick-release buckles and are fully adjustable to accommodate most wheelchairs.											Large Holder;fits both D and E size tanks	Small Holder;fits M6 or 3.25 diameter tanks											wheelchair oxygen tank holder, oxygen tank holder for wheelchairs, wheel chairs, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, caregiver, care giving, aids, products, supplies			Health Circle Sliding Transfer Bench;P;CHC12401	Wheelchair Cup Holder;P;CFP181	Wheelchair and Scooter Accessories;L;/site/270651/page/913262				N	29.95	0.00	T	F	F	F	0.00
CKE811	Awesome Grip Hand Rim Covers	Provides a larger softer gripping surface	F	0	0	0		/members/270651/uploaded/81102_blue.jpg		N=Choose color;C=Dark Blue Faux Suede[I=*02];C=Patriot Flags[I=*01];C=Smiley Faces[I=*08]		Provides a larger softer gripping surface	<b>Awesome Grip Hand Rim Covers</b> are removable, changeable covers that fit the push wheels of standard size manual wheelchairs. These hand rim covers provide a larger softer gripping surface and help prevent your fingers from being pinched between the wheelchair rim and wheel. The closed cell foam base is heat resistant and water resistant, and will not slip on the wheel rims or in your hands. Fabric covers are washable and reversible, and easily attach with hook-and-loop. Choose from 3 different fabric styles. These fun rim covers add custom personalization to your wheelchair. 	Soft reversible, removable and washable fabric.	Non-slip closed cell foam core.	Helps prevent fingers from being pinched between the hand rim and wheel.										Size:;Fits standard manual wheelchairs with 22 inch wheels.	Sold in:;Pairs.	Made in:;USA.										awesome grip hand rim covers, rim covers, wheelchair rim covers, wheelchair hand rim, custom wheelchair handrim, wheelease rim covers, wheelchair accessories, push wheel covers, for in home care, stroke, elderly, Parkinson's, disabled, handicapped, geriatric, caregiver aids, products, supplies, caregiving, bedridden			Elbowlift Suspension Pad;P;CDM99800	Wheelchair and Scooter  Accessories;L;/site/270651/page/913262	Freedom Wheelchair Cup Holder;P;CFP181				N	74.95	0.00	T	F	F	F	0.00
CKE92008	Bottom Buddy	Designed for self cleansing when reaching is difficult.	F	0	0	0		/members/270651/uploaded/BottomBuddy92008.jpg				Designed for self cleansing when reaching is difficult.	The <b>Bottom Buddy</b> is a toilet tissue aid designed for self cleansing when reaching is difficult. The soft, flexible head grips any tissue or pre-moistened wipe securely. Soiled paper or wipes are released into the bowl with a push of the button located in the curved handle.  <br><br> The <b>Bottom Buddy</b> is 11 inches long. Weighs 4 oz. Storage bag included. <br><br> Non returnable if packaging is opened.	Soft, flexible head grips any tissue or pre-moistened wipe securely.												Length;11 inches.	Weighs;4 oz.											Bottom buddy, toilet aid, toileting aids, toilet tissue aids, toilet aides, self wipe, toilet tissue tongs, butt wiper, wiping butt, help wiping Bottom, cleaning bottom, cleaning bottom, bottom wiper, bottom wipe, wiping bottom, overweight, obese			Toileting Aids;L;/site/270651/page/911758	Hand Sanitizer;P;CNR2101	Odor Neutralizer;P;CNR023				N	49.95	39.95	T	T	F	F	0.00
CKE92094	UriBag Female Urinal	A small, convenient, portable female urinal.	F	0	0	0		/members/270651/uploaded/uribag-f.jpg				A small, convenient, portable female urinal.	The <b>UriBag® Female Urinal</b> is more convenient than adapted toilets and is available whenever and wherever needed.  Its compact storage tube, efficient shape and Latex construction are superior to any existing product. In every detail, the UriBag® is an improvement for the user requiring minimal privacy and may be used while either sitting or standing.  Light, but durable, the UriBag's snap-lock seal provides a leak free seal. It is easily stored and can be used discreetly, sealed, then emptied and washed later. Holds 32 oz. <br><br> The UriBag can be stored in a very small space and is small enough (3.5 x 3.5 x 3.5) to be carried in a purse - very discreet.  Contains latex. <br><br> Non returnable if packaging is opened.	Requires only minimal privacy.	More convenient than adapted toilets.	May be used while either sitting or standing.	Available whenever and wherever needed.	Snap-lock seal does not leak.								Measures:;3.5 x 3.5 x 3.5 in	Holds:;1000 mls or 32 oz	Contains:;Latex										Uribag, uribag female urinal, female urinal, portable femal urinal, in home care stroke, elderly, bedridden, Parkinson's, disabled, handicapped, geriatric caregiver, aids, products, supplies			Incontinence Products and Information;L;/site/270651/page/606066	Travel Toilet Aids;P;CSN265	Male Uribag;P;CKE92097				N	29.95	0.00	T	F	F	F	0.00
